rmd_name,pt_name,brgi_score,brgi_norm,spillover_value,spillover_value_norm,final_priority_score,priority_label,interpretation,evidence_tier,claim_strength,transferability_note
RMD_Schizotypal Personality Disorder,PT_Naltrexone,0.2592888757863691,0.38296879015629176,0.0,0.0,0.38296879015629176,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Capgras Syndrome,PT_Metaverse,0.2579067579126101,0.3809274067442128,0.0,0.0,0.3809274067442128,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Childhood Disintegrative Disorder,PT_Brain Computer Interface,0.2565362032436147,0.37890310214635314,0.0,0.0,0.37890310214635314,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cyclothymic Disorder,PT_Digital Therapeutics,0.2562565218211692,0.3784900136339428,0.0,0.0,0.3784900136339428,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Anorexia Nervosa,PT_Electroconvulsive Therapy,0.2556740767045581,0.3776297441720752,0.0,0.0,0.3776297441720752,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Reactive Attachment Disorder,PT_Cbt For Insomnia,0.2554568010109827,0.3773088287095565,0.0,0.0,0.3773088287095565,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Diogenes Syndrome,PT_Clozapine Protocol,0.2543881387479965,0.37573041817150193,0.0,0.0,0.37573041817150193,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Palilalia,PT_Neurofeedback Systems,0.2533396954014743,0.3741818709044922,0.0,0.0,0.3741818709044922,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Hyperthymesia,PT_Stimulant And Wake Promoting Agents,0.2533266370070628,0.3741625837002341,0.0,0.0,0.3741625837002341,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizoaffective Disorder,PT_Neurocognitive Training,0.2525006509156454,0.37294260504454857,0.0,0.0,0.37294260504454857,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Fugue,PT_Motivational Interviewing,0.2512712287801514,0.3711267527200184,0.0,0.0,0.3711267527200184,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Othello Syndrome,PT_Interpersonal Psychotherapy,0.2512625005830948,0.3711138612025675,0.0,0.0,0.3711138612025675,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Histrionic Personality Disorder,PT_Speech Language Therapy,0.2471354592624755,0.3650182351689045,0.0,0.0,0.3650182351689045,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Amnesia,PT_Resting State Fmri,0.2466001666885732,0.3642276098526997,0.0,0.0,0.3642276098526997,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Kleine Levin Syndrome,PT_Emotion Regulation Training,0.2462167978166914,0.3636613753291287,0.0,0.0,0.3636613753291287,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Hyperthymesia,PT_Closed Loop Neurostimulation,0.2446893901685342,0.361405399413015,0.0,0.0,0.361405399413015,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Erotomania,PT_Digital Therapeutics,0.2445039608874131,0.36113152099368395,0.0,0.0,0.36113152099368395,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Childhood Disintegrative Disorder,PT_Transcranial Magnetic Stimulation,0.2437682872978359,0.36004493359692097,0.0,0.0,0.36004493359692097,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Landau Kleffner Syndrome,PT_Antidepressants,0.243547132733786,0.3597182890558666,0.0,0.0,0.3597182890558666,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Postpartum Psychosis,PT_Pharmacogenomic Testing,0.2401685439692926,0.3547281249092191,0.0,0.0,0.3547281249092191,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cotard Syndrome,PT_Metaverse,0.2401125648713845,0.35464544397146236,0.0,0.0,0.35464544397146236,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Erotomania,PT_Closed Loop Neurostimulation,0.2387138550672123,0.3525795543344349,0.0,0.0,0.3525795543344349,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Selective Mutism,PT_Machine Learning Neuroimaging,0.2377604412712655,0.35117136539133154,0.0,0.0,0.35117136539133154,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizotypal Personality Disorder,PT_Animal Assisted Therapy,0.2361044997249171,0.3487255453435132,0.0,0.0,0.3487255453435132,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Amnesia,PT_Metaverse,0.2359960851858736,0.3485654174370346,0.0,0.0,0.3485654174370346,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Impulse Control Disorders,PT_Emotion Regulation Training,0.2356635555898522,0.34807427235148763,0.0,0.0,0.34807427235148763,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Avoidant Personality Disorder,PT_Deep Brain Stimulation,0.2356305151869659,0.34802547178848137,0.0,0.0,0.34802547178848137,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Fugue,PT_Digital Therapeutics,0.2355710306991003,0.347937613401646,0.0,0.0,0.347937613401646,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Disinhibited Social Engagement Disorder,PT_Anticonvulsant Therapy,0.2331777285248634,0.3444027142072004,0.0,0.0,0.3444027142072004,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Fugue,PT_Closed Loop Neurostimulation,0.2297809248788995,0.3393856467423969,0.0,0.0,0.3393856467423969,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Diogenes Syndrome,PT_Emdr Therapy,0.2293815461637351,0.338795765734595,0.0,0.0,0.338795765734595,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizoaffective Disorder,PT_Music Therapy,0.2274755530536757,0.33598062037522725,0.0,0.0,0.33598062037522725,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Capgras Syndrome,PT_Antidepressants,0.2273903197783317,0.3358547311166135,0.0,0.0,0.3358547311166135,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Anorexia Nervosa,PT_Closed Loop Neurostimulation,0.2267105605206514,0.33485072899842827,0.0,0.0,0.33485072899842827,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizoaffective Disorder,PT_Electroencephalography,0.2258842148676185,0.33363021927145625,0.0,0.0,0.33363021927145625,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Anorexia Nervosa,PT_Naltrexone,0.2253027126760339,0.33277134250665485,0.0,0.0,0.33277134250665485,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Kleine Levin Syndrome,PT_Neuromodulation Techniques,0.2201334872393026,0.3251364140680697,0.0,0.0,0.3251364140680697,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cotard Syndrome,PT_Anxiolytic Medications,0.2184589983282386,0.3226631996254699,0.0,0.0,0.3226631996254699,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Rumination Disorder,PT_Vagus Nerve Stimulation,0.2183979211673257,0.32257298886594526,0.0,0.0,0.32257298886594526,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cyclothymic Disorder,PT_Fecal Microbiota Transplant,0.2173669084532309,0.3210501865839146,0.0,0.0,0.3210501865839146,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Rumination Disorder,PT_Transference Focused Psychotherapy,0.2156552606124473,0.3185220885281438,0.0,0.0,0.3185220885281438,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Capgras Syndrome,PT_Selective Serotonin Reuptake Inhibitors,0.2142034542261797,0.31637777541943884,0.0,0.0,0.31637777541943884,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Ganser Syndrome,PT_Pharmacogenomic Testing,0.2140331510862948,0.3161262382594132,0.0,0.0,0.3161262382594132,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizoaffective Disorder,PT_Virtual Reality Exposure Therapy,0.2123988337017019,0.3137123570251692,0.0,0.0,0.3137123570251692,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Koro,PT_Focused Ultrasound Therapy,0.2123495496408869,0.3136395646344927,0.0,0.0,0.3136395646344927,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Hyperthymesia,PT_Fecal Microbiota Transplant,0.2115898826207967,0.31251753902223595,0.0,0.0,0.31251753902223595,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cotard Syndrome,PT_Antidepressants,0.2095961267371061,0.309572768343863,0.0,0.0,0.309572768343863,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizoaffective Disorder,PT_Brain Computer Interface,0.2094393932317912,0.3093412734880758,0.0,0.0,0.3093412734880758,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Wendigo Psychosis,PT_Sleep Pattern Monitoring And Manipulation,0.2091685716222776,0.30894127088931767,0.0,0.0,0.30894127088931767,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Reduplicative Paramnesia,PT_Traditional And Alternative Medicine Approaches,0.2089662950188215,0.30864250903203566,0.0,0.0,0.30864250903203566,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Olfactory Reference Syndrome,PT_Oxytocin Therapy,0.2086752016536928,0.3082125651189859,0.0,0.0,0.3082125651189859,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Brief Psychotic Disorder,PT_Psilocybin Assisted Therapy,0.2085766376779213,0.3080669864610519,0.0,0.0,0.3080669864610519,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Pyromania,PT_Selective Serotonin Reuptake Inhibitors,0.2078955015982099,0.3070609507813963,0.0,0.0,0.3070609507813963,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Palilalia,PT_Psychoeducation Programs,0.2078008994618043,0.30692122374676906,0.0,0.0,0.30692122374676906,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Capgras Syndrome,PT_Mood Stabilizers,0.2062488261219331,0.30462881668764774,0.0,0.0,0.30462881668764774,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizoaffective Disorder,PT_Personalized Medicine,0.2055804854761963,0.3036416798205768,0.0,0.0,0.3036416798205768,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Capgras Syndrome,PT_Smart Wearable Mental Health Trackers,0.2055134369908472,0.30354264943511167,0.0,0.0,0.30354264943511167,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Erotomania,PT_Digital Phenotyping,0.2051862347328078,0.30305937280969636,0.0,0.0,0.30305937280969636,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Impulse Control Disorders,PT_Neurocognitive Training,0.2051190350864411,0.3029601191599209,0.0,0.0,0.3029601191599209,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Circadian Rhythm Sleep Wake Disorder,PT_Traditional And Alternative Medicine Approaches,0.203520849567996,0.30059960456943563,0.0,0.0,0.30059960456943563,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Amnesia,PT_Clozapine Protocol,0.2024671909082253,0.2990433543024456,0.0,0.0,0.2990433543024456,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Olfactory Reference Syndrome,PT_Mentalization Based Treatment,0.201986998790311,0.29833411217286143,0.0,0.0,0.29833411217286143,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Boanthropy,PT_Mentalization Based Treatment,0.1997044163547069,0.29496274565686964,0.0,0.0,0.29496274565686964,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Pyromania,PT_Smart Wearable Mental Health Trackers,0.1992054843628773,0.29422582479706894,0.0,0.0,0.29422582479706894,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Fregoli Delusion,PT_Metabolic And Enzyme Targeted Therapy,0.1972588716562182,0.2913506844312851,0.0,0.0,0.2913506844312851,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Schizoaffective Disorder,PT_Transcranial Magnetic Stimulation,0.1966714772860124,0.29048310493864354,0.0,0.0,0.29048310493864354,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cotard Syndrome,PT_Selective Serotonin Reuptake Inhibitors,0.1964092611849541,0.2900958126466884,0.0,0.0,0.2900958126466884,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Fugue,PT_Digital Phenotyping,0.196253304544495,0.2898654652176584,0.0,0.0,0.2898654652176584,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Autosarcophagy,PT_Sleep Pattern Monitoring And Manipulation,0.1958532551188093,0.28927459357269125,0.0,0.0,0.28927459357269125,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Anorexia Nervosa,PT_Digital Phenotyping,0.193182940186247,0.2853305474736899,0.0,0.0,0.2853305474736899,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Wendigo Psychosis,PT_Neuroplasticity Techniques,0.1927789949161844,0.2847339216797909,0.0,0.0,0.2847339216797909,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Circadian Rhythm Sleep Wake Disorder,PT_Regenerative Medicine Approaches,0.1910745449064469,0.28221645479606366,0.0,0.0,0.28221645479606366,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cotard Syndrome,PT_Mood Stabilizers,0.1884546330807075,0.2783468539148973,0.0,0.0,0.2783468539148973,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Cotard Syndrome,PT_Smart Wearable Mental Health Trackers,0.1877192439496215,0.27726068666236103,0.0,0.0,0.27726068666236103,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Disinhibited Social Engagement Disorder,PT_Speech Language Therapy,0.187616880117083,0.2771094956288694,0.0,0.0,0.2771094956288694,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Impulse Control Disorders,PT_Narrative Exposure Therapy,0.1860837992976313,0.27484514045799435,0.0,0.0,0.27484514045799435,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Delusional Disorder,PT_Reality Testing Techniques,0.1847348142023705,0.27285269404738727,0.0,0.0,0.27285269404738727,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Dissociative Amnesia,PT_Mood Stabilizers,0.1843381533951966,0.27226682738046953,0.0,0.0,0.27226682738046953,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Wendigo Psychosis,PT_Cognitive Enhancement Programs,0.1830617474103939,0.27038158006985646,0.0,0.0,0.27038158006985646,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Autosarcophagy,PT_Lithium Therapy,0.1819966983592794,0.26880850623348224,0.0,0.0,0.26880850623348224,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Impulse Control Disorders,PT_Music Therapy,0.1800939372244714,0.2659981344905995,0.0,0.0,0.2659981344905995,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Erotomania,PT_Cbt For Insomnia,0.1749420320567875,0.25838878803065557,0.0,0.0,0.25838878803065557,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Stendhal Syndrome,PT_Anticonvulsant Therapy,0.1745517361911323,0.2578123223607742,0.0,0.0,0.2578123223607742,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Ekbom Syndrome,PT_Neuroprotective Agents,0.1704800083280753,0.25179839411633476,0.0,0.0,0.25179839411633476,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Autosarcophagy,PT_Cognitive Enhancement Programs,0.1697464309069255,0.2507149027532299,0.0,0.0,0.2507149027532299,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Kleine Levin Syndrome,PT_Personalized Medicine,0.1687521118738313,0.2492462969135902,0.0,0.0,0.2492462969135902,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Olfactory Reference Syndrome,PT_Occupational Therapy,0.1684747848086162,0.2488366857788243,0.0,0.0,0.2488366857788243,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
RMD_Stendhal Syndrome,PT_Focused Ultrasound Therapy,0.1681542145700329,0.2483632046236532,0.0,0.0,0.2483632046236532,Platform Opportunity,Broad cross-RMD value but lower immediate gap urgency,Tier 1: Data-driven similarity,Exploratory,CISN estimates spillover potential for prioritization; not proof of clinical efficacy or cross-disorder transferability.
